ar15,pidlink,ar09,hhid00,protestant,catholic,muslim,religion_other,sc01,sc05,commid00,rural,n_sumatra,w_sumatra,s_sumatra,lampung,jakarta,c_java,yogyakarta,e_java,bali,w_nussa_tengara,s_kalimanthan,s_sulawesi,lwages,edu,upsec,une_p,ele_p,sec_p,missing_p,une_m,ele_m,sec_m,missing_m,dist_sec,exp,dist_health
1,003121101,29,0031211,0,0,1,0,12,2,1203,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0355887,9,0,1,0,0,0,1,0,0,0,1,4000,.5
1,003240002,35,0032400,0,0,1,0,12,2,1203,1,1,0,0,0,0,0,0,0,0,0,0,0,8.2295113,12,1,0,0,1,0,0,0,1,0,1,4000,.5
1,003300002,46,0033000,0,0,1,0,12,2,1203,1,1,0,0,0,0,0,0,0,0,0,0,0,7.130899,11,1,0,1,0,0,0,0,0,1,1,4000,.5
1,003240002,35,0032431,0,0,1,0,12,2,1203,1,1,0,0,0,0,0,0,0,0,0,0,0,8.2295113,12,1,0,0,1,0,0,0,1,0,1,4000,.5
1,003153101,26,0031531,0,0,1,0,12,2,1203,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0539379,12,1,0,1,0,0,0,1,0,0,1,4000,.5
1,016040005,30,0160431,0,0,1,0,12,2,1204,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0131159,2,0,1,0,0,0,1,0,0,0,2,3000,0
2,015180001,41,0151800,1,0,0,0,12,1,1204,0,1,0,0,0,0,0,0,0,0,0,0,0,8.6831779,16,1,0,0,0,1,0,1,0,0,2,3000,0
1,017120001,38,0171200,0,0,1,0,12,2,1204,1,1,0,0,0,0,0,0,0,0,0,0,0,7.418581,1,0,1,0,0,0,0,0,0,1,2,3000,0
1,181120001,34,1811200,0,0,1,0,12,2,1204,1,1,0,0,0,0,0,0,0,0,0,0,0,7.4875736,6,0,0,0,0,1,0,0,1,0,2,3000,0
2,004160001,34,0041600,1,0,0,0,12,2,1206,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2362595,12,1,1,0,0,0,1,0,0,0,3,1700,0
2,004200001,34,0042000,1,0,0,0,12,2,1206,1,1,0,0,0,0,0,0,0,0,0,0,0,7.9294066,12,1,0,1,0,0,0,0,1,0,3,1700,0
2,004220010,30,0042200,1,0,0,0,12,2,1206,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1998916,9,0,0,1,0,0,0,0,0,1,3,1700,0
2,004050001,36,0040500,1,0,0,0,12,2,1206,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5580149,14,1,1,0,0,0,1,0,0,0,3,1700,0
1,005110003,33,0051111,0,0,1,0,12,2,1207,1,1,0,0,0,0,0,0,0,0,0,0,0,7.8240461,11,1,0,0,0,1,0,0,0,1,.30000001,2500,0
1,005150001,31,0051500,0,0,1,0,12,2,1207,1,1,0,0,0,0,0,0,0,0,0,0,0,7.8579473,12,1,0,0,1,0,0,1,0,0,.30000001,2500,0
1,005060001,42,0050600,0,0,1,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8240461,3,0,0,0,0,1,1,0,0,0,.30000001,2500,0
1,003031201,28,0030312,0,0,1,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,9.9724808,12,1,0,0,1,0,1,0,0,0,.30000001,2500,0
1,005010003,34,0050100,0,0,1,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3540425,12,1,0,1,0,0,0,1,0,0,.30000001,2500,0
2,005010003,34,0050131,1,0,0,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3540425,12,1,0,1,0,0,0,1,0,0,.30000001,2500,0
1,005100001,34,0051000,0,0,1,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6417246,3,0,1,0,0,0,0,0,0,1,.30000001,2500,0
1,005110003,33,0051100,0,0,1,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8240461,11,1,0,0,0,1,0,0,0,1,.30000001,2500,0
1,005130001,34,0051300,0,0,1,0,12,1,1207,0,1,0,0,0,0,0,0,0,0,0,0,0,7.9575772,4,0,1,0,0,0,1,0,0,0,.30000001,2500,0
1,018190005,53,0181900,0,0,1,0,12,2,1208,1,1,0,0,0,0,0,0,0,0,0,0,0,5.3391395,6,0,0,0,0,1,0,0,0,1,1.5,500,.5
2,020063101,25,0200631,1,0,0,0,12,1,1208,0,1,0,0,0,0,0,0,0,0,0,0,0,8.3907795,12,1,0,0,1,0,0,1,0,0,1.5,500,.5
1,008243101,25,0082431,0,0,1,0,12,2,1208,1,1,0,0,0,0,0,0,0,0,0,0,0,7.5727315,9,0,0,1,0,0,0,1,0,0,1.5,500,.5
2,006140001,49,0061400,1,0,0,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0539379,6,0,0,1,0,0,0,1,0,0,1.5,1000,.30000001
2,007030006,28,0070300,1,0,0,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0931587,12,1,1,0,0,0,0,0,0,1,1.5,1000,.30000001
2,006060001,42,0060600,1,0,0,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.3466072,8,0,1,0,0,0,0,1,0,0,1.5,1000,.30000001
1,006200001,50,0062000,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1677127,9,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
2,007150003,26,0071500,1,0,0,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.9110575,6,0,1,0,0,0,0,0,0,1,1.5,1000,.30000001
1,006170001,46,0061700,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,6.6608953,5,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006080001,38,0060800,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.3540425,6,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006090001,40,0060900,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.130899,6,0,0,1,0,0,1,0,0,0,1.5,1000,.30000001
1,008070001,47,0080700,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2016678,6,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,008250003,28,0082500,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,6.4377518,6,0,1,0,0,0,1,0,0,0,1.5,1000,.30000001
1,006190001,39,0061900,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,6.976748,4,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,008170005,28,0081700,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,8.8048754,12,1,1,0,0,0,1,0,0,0,1.5,1000,.30000001
1,006020001,54,0060200,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.5691538,6,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006040001,48,0060400,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2362595,3,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,008280001,35,0082800,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,5.9834962,1,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006121104,25,0061211,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0539379,3,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006100001,42,0061000,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.6615272,2,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
2,007070003,27,0070700,1,0,0,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.6972942,12,1,0,1,0,0,0,1,0,0,1.5,1000,.30000001
1,006120001,42,0061200,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1122065,11,1,0,1,0,0,1,0,0,0,1.5,1000,.30000001
1,006180001,52,0061800,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.3334231,7,0,0,1,0,0,0,1,0,0,1.5,1000,.30000001
1,008030005,35,0080300,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1998916,9,0,1,0,0,0,0,0,0,1,1.5,1000,.30000001
1,008040001,43,0080400,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.8240461,2,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006040003,26,0060431,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,6.8307943,4,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006160004,26,0061600,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,6.9485774,9,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
1,006070001,41,0060700,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0438876,2,0,1,0,0,0,1,0,0,0,1.5,1000,.30000001
1,006040003,26,0060400,0,0,1,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,6.8307943,4,0,0,0,0,1,0,0,0,1,1.5,1000,.30000001
2,006010001,35,0060100,1,0,0,0,12,2,1209,1,1,0,0,0,0,0,0,0,0,0,0,0,7.4938045,12,1,1,0,0,0,0,0,0,1,1.5,1000,.30000001
1,009230001,39,0092300,0,0,1,0,12,1,1210,0,1,0,0,0,0,0,0,0,0,0,0,0,8.8635368,16,1,0,1,0,0,0,1,0,0,8,500,2.5
1,009200001,39,0092000,0,0,1,0,12,1,1210,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7470851,12,1,0,1,0,0,0,1,0,0,8,500,2.5
2,010300007,29,0103000,1,0,0,0,12,2,1210,1,1,0,0,0,0,0,0,0,0,0,0,0,7.9575772,9,0,1,0,0,0,1,0,0,0,8,500,2.5
2,011170001,52,0111700,1,0,0,0,12,2,1211,1,1,0,0,0,0,0,0,0,0,0,0,0,8.6423559,9,0,1,0,0,0,0,0,0,1,8,1000,.5
2,011120001,31,0111200,1,0,0,0,12,2,1211,1,1,0,0,0,0,0,0,0,0,0,0,0,7.8240461,11,1,0,0,1,0,0,0,0,1,8,1000,.5
1,011040004,27,0110400,0,0,1,0,12,2,1211,1,1,0,0,0,0,0,0,0,0,0,0,0,8.8456974,16,1,0,0,0,1,0,0,0,1,8,1000,.5
1,012140005,26,0121400,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6164064,6,0,1,0,0,0,0,1,0,0,5,1500,.5
1,013100001,41,0131000,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1511016,4,0,0,0,0,1,0,0,0,1,5,1500,.5
2,012140003,32,0121400,1,0,0,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7652054,9,0,1,0,0,0,1,0,0,0,5,1500,.5
1,012140001,57,0121400,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8930387,3,0,0,0,0,1,0,0,0,1,5,1500,.5
1,013150001,39,0131500,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.7062631,4,0,0,0,0,1,0,0,0,1,5,1500,.5
1,012120001,50,0121200,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8120699,9,0,1,0,0,0,1,0,0,0,5,1500,.5
1,012130001,42,0121300,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7062631,9,0,0,0,1,0,0,1,0,0,5,1500,.5
1,012140005,26,0121433,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6164064,6,0,1,0,0,0,0,1,0,0,5,1500,.5
2,012140003,32,0121431,1,0,0,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7652054,9,0,1,0,0,0,1,0,0,0,5,1500,.5
1,012040001,40,0120400,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2739997,9,0,0,1,0,0,0,1,0,0,5,1500,.5
1,013020001,41,0130200,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.130899,2,0,1,0,0,0,1,0,0,0,5,1500,.5
1,008030005,35,0080331,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1998916,9,0,1,0,0,0,0,0,0,1,5,1500,.5
1,013130001,35,0131300,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1511016,5,0,0,0,1,0,0,0,0,1,5,1500,.5
1,013050001,46,0130500,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.4005623,6,0,1,0,0,0,1,0,0,0,5,1500,.5
1,013190003,25,0131900,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,6.3889613,6,0,0,0,0,1,1,0,0,0,5,1500,.5
1,013090001,36,0130900,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.3540425,4,0,1,0,0,0,1,0,0,0,5,1500,.5
1,012143401,26,0121434,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8307943,8,0,1,0,0,0,1,0,0,0,5,1500,.5
1,012070001,40,0120700,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7148466,10,1,1,0,0,0,1,0,0,0,5,1500,.5
1,013140001,48,0131400,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.4502182,9,0,0,0,0,1,0,0,0,1,5,1500,.5
1,013080001,46,0130800,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.171721,5,0,1,0,0,0,1,0,0,0,5,1500,.5
1,013010001,33,0130100,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,6.7771349,4,0,1,0,0,0,1,0,0,0,5,1500,.5
1,024173201,27,0241732,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.6698952,12,1,0,0,1,0,0,1,0,0,5,1500,.5
1,013060001,36,0130600,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2093706,12,1,0,1,0,0,1,0,0,0,5,1500,.5
1,012110001,42,0121100,0,0,1,0,12,1,1212,0,1,0,0,0,0,0,0,0,0,0,0,0,7.798728,7,0,0,0,1,0,0,1,0,0,5,1500,.5
1,013160001,45,0131600,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.26443,7,0,1,0,0,0,1,0,0,0,5,1500,.5
1,013040001,30,0130400,0,0,1,0,12,2,1212,1,1,0,0,0,0,0,0,0,0,0,0,0,7.4256983,10,1,1,0,0,0,0,0,0,1,5,1500,.5
1,018050004,25,0180531,0,0,1,0,12,1,1213,0,1,0,0,0,0,0,0,0,0,0,0,0,7.26443,12,1,1,0,0,0,1,0,0,0,1,1000,1.5
1,012060001,39,0120600,0,0,1,0,12,2,1213,1,1,0,0,0,0,0,0,0,0,0,0,0,7.8648682,5,0,1,0,0,0,1,0,0,0,1,1000,1.5
1,028300005,28,0283000,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,7.3540425,6,0,0,0,0,1,0,0,0,1,7,4500,0
1,028230004,25,0282300,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,5.9413147,2,0,1,0,0,0,0,0,0,1,7,4500,0
1,028050001,34,0280500,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,7.5521121,3,0,0,0,1,0,0,1,0,0,7,4500,0
1,028300001,42,0283000,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,7.4875736,5,0,1,0,0,0,0,1,0,0,7,4500,0
1,028070006,36,0280700,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5373955,9,0,0,1,0,0,0,1,0,0,7,4500,0
1,028210001,39,0282100,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,7.9575772,8,0,1,0,0,0,1,0,0,0,7,4500,0
1,028030001,53,0280300,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,7.418581,8,0,1,0,0,0,1,0,0,0,7,4500,0
1,028220001,36,0282200,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,8.8456974,7,0,0,1,0,0,0,1,0,0,7,4500,0
1,028260001,44,0282600,0,0,1,0,13,2,1304,1,0,1,0,0,0,0,0,0,0,0,0,0,9.7035112,16,1,0,0,0,1,0,0,0,1,7,4500,0
1,029290003,31,0292900,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,7.8648682,5,0,0,0,1,0,0,0,0,1,3,1500,0
1,029040001,52,0290431,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,8.4038649,12,1,0,1,0,0,0,1,0,0,3,1500,0
1,029120003,33,0291211,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,7.171721,12,1,0,1,0,0,0,1,0,0,3,1500,0
1,029173104,34,0291731,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,6.976748,10,1,0,0,0,1,0,0,0,1,3,1500,0
1,029040001,54,0290400,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,8.4038649,12,1,0,1,0,0,0,1,0,0,3,1500,0
1,029120003,33,0291200,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,7.171721,12,1,0,1,0,0,0,1,0,0,3,1500,0
1,029110002,33,0291100,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,8.1807213,12,1,0,0,1,0,0,1,0,0,3,1500,0
1,029230008,39,0292300,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8494864,9,0,0,0,0,1,0,0,0,1,3,1500,0
1,029080001,57,0290800,0,0,1,0,13,2,1306,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8307943,9,0,0,0,0,1,0,1,0,0,3,1500,0
1,031120006,29,0311200,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,7.2252097,6,0,0,1,0,0,1,0,0,0,.40000001,3000,.050000001
1,030060001,53,0300600,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,7.8240461,6,0,0,1,0,0,0,1,0,0,.40000001,3000,.050000001
1,031020001,44,0310200,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.1807213,6,0,0,1,0,0,0,1,0,0,.40000001,3000,.050000001
3,002100001,32,0021000,0,1,0,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,9.4334841,1,0,0,0,0,1,0,0,0,1,.40000001,3000,.050000001
1,032130007,39,0321300,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,9.028019,12,1,1,0,0,0,0,0,0,1,.40000001,3000,.050000001
3,038180001,59,0381800,0,1,0,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.2170887,9,0,0,0,0,1,0,0,0,1,.40000001,3000,.050000001
1,031070003,41,0310700,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,9.1458015,16,1,0,0,1,0,0,1,0,0,.40000001,3000,.050000001
1,031290008,32,0312900,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5951548,12,1,0,0,1,0,0,0,1,0,.40000001,3000,.050000001
1,030200001,42,0302000,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.2013407,6,0,1,0,0,0,0,0,0,1,.40000001,3000,.050000001
1,031220001,44,0312200,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.9410076,16,1,0,0,1,0,1,0,0,0,.40000001,3000,.050000001
1,031290001,52,0312900,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5850744,12,1,0,0,1,0,0,0,1,0,.40000001,3000,.050000001
1,030100003,37,0301011,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8432169,16,1,0,0,1,0,0,0,1,0,.40000001,3000,.050000001
1,031120005,31,0311200,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.976748,6,0,1,0,0,0,0,0,0,1,.40000001,3000,.050000001
3,038180003,31,0381800,0,1,0,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,7.5616817,12,1,0,0,0,1,0,0,0,1,.40000001,3000,.050000001
1,032200001,50,0322011,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.2295113,2,0,0,1,0,0,1,0,0,0,.40000001,3000,.050000001
1,030100003,37,0301000,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8432169,16,1,0,0,1,0,0,0,1,0,.40000001,3000,.050000001
1,031120006,28,0311233,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,7.2252097,6,0,0,1,0,0,1,0,0,0,.40000001,3000,.050000001
1,032120003,42,0321211,0,0,1,0,13,1,1307,0,0,1,0,0,0,0,0,0,0,0,0,0,8.4908762,9,0,1,0,0,0,1,0,0,0,.40000001,3000,.050000001
1,030160001,35,0301600,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.3348713,9,0,1,0,0,0,1,0,0,0,.40000001,3000,.050000001
1,032120003,42,0321200,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.4908762,9,0,1,0,0,0,1,0,0,0,.40000001,3000,.050000001
1,031120005,31,0311232,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.976748,6,0,1,0,0,0,0,0,0,1,.40000001,3000,.050000001
1,032050008,28,0320500,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.976748,6,0,0,0,0,1,1,0,0,0,.40000001,3000,.050000001
1,030260004,36,0302631,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.3507404,12,1,0,0,0,1,0,0,0,1,.40000001,3000,.050000001
1,030260004,36,0302600,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,6.3507404,12,1,0,0,0,1,0,0,0,1,.40000001,3000,.050000001
1,031030008,28,0310300,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,7.2362595,12,1,0,0,0,1,0,0,1,0,.40000001,3000,.050000001
1,032200001,50,0322000,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.2295113,2,0,0,1,0,0,1,0,0,0,.40000001,3000,.050000001
1,032030001,46,0320300,0,0,1,0,13,2,1307,1,0,1,0,0,0,0,0,0,0,0,0,0,8.1920843,3,0,0,1,0,0,0,0,0,1,.40000001,3000,.050000001
1,040020006,31,0400232,0,0,1,0,13,2,1308,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8417368,9,0,1,0,0,0,1,0,0,0,1,5000,0
1,040080001,31,0400800,0,0,1,0,13,2,1308,1,0,1,0,0,0,0,0,0,0,0,0,0,6.7254338,6,0,0,1,0,0,0,1,0,0,1,5000,0
1,040010001,34,0400100,0,0,1,0,13,2,1308,1,0,1,0,0,0,0,0,0,0,0,0,0,7.6417246,12,1,1,0,0,0,0,0,0,1,1,5000,0
1,042153301,28,0421533,0,0,1,0,16,2,1601,1,0,0,1,0,0,0,0,0,0,0,0,0,7.6417246,6,0,1,0,0,0,1,0,0,0,.5,250,.5
1,046010001,38,0460100,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4526548,12,1,0,1,0,0,0,0,0,1,1,3500,1
1,044150009,25,0441521,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8930387,12,1,0,0,1,0,0,1,0,0,1,3500,1
1,044160001,39,0441600,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.2362595,6,0,0,1,0,0,0,0,0,1,1,3500,1
1,046170005,26,0461732,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3540425,12,1,0,1,0,0,0,1,0,0,1,3500,1
1,046070003,25,0460700,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7538419,12,1,0,0,1,0,1,0,0,0,1,3500,1
1,044192101,31,0441921,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9418292,12,1,1,0,0,0,1,0,0,0,1,3500,1
1,044230001,46,0442300,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.1998916,12,1,1,0,0,0,1,0,0,0,1,3500,1
1,045170001,43,0451700,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.7668877,4,0,0,0,0,1,0,0,0,1,1,3500,1
1,044150003,26,0441500,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,8.1525497,6,0,0,0,0,1,0,0,0,1,1,3500,1
1,045300003,36,0453000,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.130899,16,1,0,0,1,0,0,0,0,1,1,3500,1
1,044150009,25,0441500,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8930387,12,1,0,0,1,0,0,1,0,0,1,3500,1
1,046063101,29,0460631,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4875736,9,0,0,1,0,0,1,0,0,0,1,3500,1
1,044120001,43,0441200,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.2921672,12,1,0,1,0,0,0,1,0,0,1,3500,1
1,044140002,30,0441431,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.3113413,12,1,0,1,0,0,1,0,0,0,1,3500,1
1,046180005,34,0461800,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.768508,16,1,0,1,0,0,0,1,0,0,1,3500,1
1,044190007,25,0441900,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.7107172,12,1,0,0,1,0,0,0,0,1,1,3500,1
1,046150006,28,0461500,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.3348713,16,1,0,0,1,0,0,0,0,1,1,3500,1
1,046100001,45,0461000,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,9.1590471,16,1,1,0,0,0,1,0,0,0,1,3500,1
1,044140002,31,0441400,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,8.3113413,12,1,0,1,0,0,1,0,0,0,1,3500,1
1,046070003,25,0460731,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7538419,12,1,0,0,1,0,1,0,0,0,1,3500,1
1,046020001,41,0460200,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.96348,11,1,0,1,0,0,1,0,0,0,1,3500,1
