ar15,pidlink,ar09,hhid00,protestant,catholic,muslim,religion_other,sc01,sc05,commid00,rural,n_sumatra,w_sumatra,s_sumatra,lampung,jakarta,c_java,yogyakarta,e_java,bali,w_nussa_tengara,s_kalimanthan,s_sulawesi,lwages,edu,upsec,une_p,ele_p,sec_p,missing_p,une_m,ele_m,sec_m,missing_m,dist_sec,exp,dist_health
1,181300001,43,1813000,0,0,1,0,33,2,3323,1,0,0,0,0,0,1,0,0,0,0,0,0,8.267663,12,1,0,1,0,0,0,1,0,0,1,11000,.2
1,181170003,31,1811700,0,0,1,0,33,2,3323,1,0,0,0,0,0,1,0,0,0,0,0,0,5.9145036,9,0,0,0,0,1,0,0,0,1,1,11000,.2
1,181090003,29,1810931,0,0,1,0,33,2,3323,1,0,0,0,0,0,1,0,0,0,0,0,0,5.7446046,8,0,0,1,0,0,0,1,0,0,1,11000,.2
1,181090003,29,1810900,0,0,1,0,33,2,3323,1,0,0,0,0,0,1,0,0,0,0,0,0,5.7446046,8,0,0,1,0,0,0,1,0,0,1,11000,.2
1,176193101,31,1761931,0,0,1,0,33,1,3324,0,0,0,0,0,0,1,0,0,0,0,0,0,8.3994102,16,1,0,0,1,0,0,0,1,0,.5,18500,0
1,182140001,58,1821431,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,7.130899,2,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,182130009,31,1821331,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,6,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,182020005,25,1820200,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,7.6905146,12,1,1,0,0,0,0,0,0,1,1,5450,.050000001
1,182140001,58,1821400,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,7.130899,2,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,182130009,31,1821300,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,6,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,182170003,42,1821700,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0131159,5,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,182050004,29,1820500,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9269261,9,0,0,1,0,0,1,0,0,0,1,5450,.050000001
1,182200005,43,1822011,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,9.028019,12,1,1,0,0,0,0,0,0,1,1,5450,.050000001
1,182190001,45,1821900,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2703333,4,0,1,0,0,0,0,0,0,1,1,5450,.050000001
1,182180001,37,1821800,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,7.130899,4,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,182200005,44,1822000,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,9.028019,12,1,1,0,0,0,0,0,0,1,1,5450,.050000001
1,182010005,40,1820100,0,0,1,0,33,1,3326,0,0,0,0,0,0,1,0,0,0,0,0,0,8.3348713,5,0,0,0,0,1,0,0,0,1,1,5450,.050000001
1,183030001,47,1830300,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.7793102,3,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184080002,36,1840800,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.2146082,2,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,184010001,37,1840100,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.6200733,2,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184300001,55,1843000,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.7944264,6,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,183130009,34,1831300,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8432169,9,0,0,1,0,0,0,0,0,1,.5,4250,.2
1,183180001,40,1831800,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.130899,0,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184130002,35,1841300,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.6846118,6,0,1,0,0,0,0,0,0,1,.5,4250,.2
1,184250003,29,1842500,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.1012793,6,0,0,1,0,0,1,0,0,0,.5,4250,.2
1,183160001,58,1831600,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0322866,6,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184140001,41,1841400,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,8.8536654,12,1,1,0,0,0,1,0,0,0,.5,4250,.2
1,183070005,33,1830700,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.6164064,1,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184240003,32,1842400,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.1012793,6,0,0,1,0,0,0,1,0,0,.5,4250,.2
1,184060002,30,1840631,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,8.0265703,6,0,0,1,0,0,1,0,0,0,.5,4250,.2
1,184300007,38,1843000,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0508561,6,0,1,0,0,0,0,0,0,1,.5,4250,.2
1,183090001,41,1830900,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1954374,6,0,0,1,0,0,0,0,0,1,.5,4250,.2
1,184130005,31,1841300,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,7.1590695,6,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,183130009,34,1831332,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.8432169,9,0,0,1,0,0,0,0,0,1,.5,4250,.2
1,184100001,46,1841000,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.4377518,2,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,184140001,41,1841431,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,8.8536654,12,1,1,0,0,0,1,0,0,0,.5,4250,.2
1,184230003,28,1842300,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.8589649,6,0,1,0,0,0,0,0,0,1,.5,4250,.2
1,183021102,27,1830211,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2836008,9,0,0,1,0,0,0,0,0,1,.5,4250,.2
1,183010005,27,1830100,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5165615,4,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,183110004,26,1831100,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8542666,9,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,183140001,44,1831400,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9485774,2,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,183150003,26,1831500,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3540425,6,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,217110001,44,2171100,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,8.1272326,16,1,0,0,1,0,0,1,0,0,.5,4250,.2
1,183170001,36,1831700,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7001157,2,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,183200001,33,1832000,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0539379,6,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184060002,30,1840600,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,8.0265703,6,0,0,1,0,0,1,0,0,0,.5,4250,.2
1,183120003,33,1831200,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5712829,2,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,183190001,40,1831900,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1954374,2,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,184090004,35,1840900,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,6.2146082,2,0,1,0,0,0,0,0,0,1,.5,4250,.2
1,183150003,25,1831531,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3540425,6,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,183050006,38,1830500,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.976748,6,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,184300007,38,1843021,0,0,1,0,33,2,3328,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0508561,6,0,1,0,0,0,0,0,0,1,.5,4250,.2
1,184230003,28,1842331,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8589649,6,0,1,0,0,0,0,0,0,1,.5,4250,.2
1,183083202,29,1830832,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,0,0,1,0,0,0,1,0,0,0,.5,4250,.2
1,183170001,34,1831721,0,0,1,0,33,1,3328,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7001157,2,0,0,0,0,1,0,0,0,1,.5,4250,.2
1,186020008,26,1860200,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,6.7742238,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185140008,26,1851400,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9565454,2,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,186111101,30,1861111,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,7.01757,6,0,0,1,0,0,1,0,0,0,.050000001,18000,.1
1,185140008,26,1851432,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9565454,2,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185020004,31,1850200,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,3,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,186060004,33,1860600,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,7.6422696,12,1,0,1,0,0,0,1,0,0,.050000001,18000,.1
1,185020004,31,1850231,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,3,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,186240003,30,1862400,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,9.028019,12,1,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,186160001,53,1861600,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,6.6890659,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185070003,28,1850700,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1562166,6,0,1,0,0,0,0,0,0,1,.050000001,18000,.1
1,186020008,26,1860221,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,6.7742238,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185060006,25,1850632,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,7.3132205,6,0,1,0,0,0,0,0,0,1,.050000001,18000,.1
1,185040004,29,1850400,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0810766,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185070003,29,1850731,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,7.1562166,6,0,1,0,0,0,0,0,0,1,.050000001,18000,.1
1,185140004,41,1851400,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,1,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185060006,25,1850600,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3132205,6,0,1,0,0,0,0,0,0,1,.050000001,18000,.1
1,185050001,41,1850500,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,8.7403364,9,0,1,0,0,0,1,0,0,0,.050000001,18000,.1
1,185040004,29,1850431,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0810766,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185030005,35,1850300,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0931587,12,1,0,0,0,1,1,0,0,0,.050000001,18000,.1
1,186020006,28,1860200,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,5.9959188,9,0,0,0,0,1,0,1,0,0,.050000001,18000,.1
1,185140004,41,1851411,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7254338,1,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185030005,35,1850321,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0931587,12,1,0,0,0,1,1,0,0,0,.050000001,18000,.1
1,185060005,31,1850600,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5510802,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,102103102,27,1021031,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,8.9428606,6,0,1,0,0,0,0,0,0,1,.050000001,18000,.1
1,186200001,54,1862000,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,8.1251507,6,0,0,1,0,0,1,0,0,0,.050000001,18000,.1
1,186130003,52,1861300,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,8.2940493,9,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,185080003,37,1850800,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.1012793,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,186080002,32,1860811,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,8.134201,9,0,0,1,0,0,0,1,0,0,.050000001,18000,.1
1,185060005,31,1850631,0,0,1,0,33,1,3329,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5510802,6,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,186080002,32,1860800,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,8.134201,9,0,0,1,0,0,0,1,0,0,.050000001,18000,.1
1,186280004,47,1862800,0,0,1,0,33,2,3329,1,0,0,0,0,0,1,0,0,0,0,0,0,6.8897367,2,0,0,0,0,1,0,0,0,1,.050000001,18000,.1
1,196160004,32,1961600,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0095382,12,1,1,0,0,0,1,0,0,0,1.5,1000,.1
1,197163101,35,1971631,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0821085,6,0,0,0,0,1,0,0,0,1,1.5,1000,.1
1,197040005,26,1970431,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.6211052,11,1,0,1,0,0,0,0,0,1,1.5,1000,.1
1,197090002,35,1970900,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,6.927958,12,1,0,1,0,0,0,1,0,0,1.5,1000,.1
1,197040005,26,1970400,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.6211052,11,1,0,1,0,0,0,0,0,1,1.5,1000,.1
1,196250005,39,1962500,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,8.0691681,12,1,1,0,0,0,1,0,0,0,1.5,1000,.1
1,197110001,54,1971100,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,8.3348713,12,1,0,0,0,1,0,0,0,1,1.5,1000,.1
1,196190003,36,1961900,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,6.2348108,7,0,0,0,0,1,0,0,0,1,1.5,1000,.1
1,196250005,39,1962532,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,8.0691681,12,1,1,0,0,0,1,0,0,0,1.5,1000,.1
1,196300003,42,1963000,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,6.6819487,12,1,0,0,0,1,0,0,0,1,1.5,1000,.1
1,197040003,32,1970400,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,6.1069775,6,0,1,0,0,0,0,0,0,1,1.5,1000,.1
1,197300001,50,1973000,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0886431,16,1,0,0,0,1,0,0,0,1,1.5,1000,.1
1,197210002,32,1972100,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.01757,12,1,0,1,0,0,0,0,0,1,1.5,1000,.1
1,196160004,32,1960800,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0095382,12,1,1,0,0,0,1,0,0,0,1.5,1000,.1
1,197213101,32,1972131,0,0,1,0,34,1,3401,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8135972,12,1,0,0,1,0,0,0,1,0,1.5,1000,.1
1,197060001,40,1970600,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,8.7896347,16,1,0,0,0,1,0,0,0,1,1.5,1000,.1
1,197040003,31,1970411,0,0,1,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,6.1069775,6,0,1,0,0,0,0,0,0,1,1.5,1000,.1
3,197020001,53,1970200,0,1,0,0,34,2,3401,1,0,0,0,0,0,0,1,0,0,0,0,0,7.3334231,9,0,1,0,0,0,0,0,0,1,1.5,1000,.1
1,206020002,34,2060200,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7742238,12,1,0,1,0,0,0,1,0,0,.5,1000,1
1,210090002,54,2100900,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.639411,16,1,0,1,0,0,0,0,0,1,.5,1000,1
1,198050003,33,1980500,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5138912,8,0,0,0,0,1,0,0,0,1,.5,1000,1
2,201090003,44,2010911,1,0,0,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.7403364,12,1,0,1,0,0,0,1,0,0,.5,1000,1
1,201090008,33,2010900,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,6.6200733,6,0,0,0,0,1,0,0,0,1,.5,1000,1
1,203120006,30,2031231,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3540425,6,0,1,0,0,0,1,0,0,0,.5,1000,1
1,205040003,31,2050400,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8432169,12,1,0,0,0,1,0,0,0,1,.5,1000,1
1,206120003,31,2061200,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3273048,2,0,0,0,0,1,0,0,0,1,.5,1000,1
1,206020003,30,2060200,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4641438,12,1,1,0,0,0,0,0,0,1,.5,1000,1
1,200190001,42,2001900,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6200733,6,0,1,0,0,0,0,1,0,0,.5,1000,1
1,202130004,25,2021300,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3132205,12,1,0,0,1,0,0,1,0,0,.5,1000,1
1,206100001,47,2061000,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0482798,12,1,1,0,0,0,0,0,0,1,.5,1000,1
1,211183201,27,2111832,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4875736,16,1,0,0,1,0,0,0,1,0,.5,1000,1
1,204150003,26,2041500,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8976579,9,0,1,0,0,0,1,0,0,0,.5,1000,1
1,204200003,37,2042000,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0821085,12,1,0,0,0,1,0,0,0,1,.5,1000,1
1,204140001,37,2041400,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4340849,3,0,0,0,0,1,0,0,0,1,.5,1000,1
1,205020001,37,2050200,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6608953,1,0,0,0,0,1,0,0,0,1,.5,1000,1
1,204040006,30,2040400,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3540425,12,1,0,0,0,1,0,0,0,1,.5,1000,1
1,204040001,42,2040400,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0539379,6,0,0,1,0,0,0,0,0,1,.5,1000,1
1,201203101,28,2012031,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3540425,4,0,0,1,0,0,1,0,0,0,.5,1000,1
1,206063102,31,2060631,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4310036,12,1,0,0,1,0,0,1,0,0,.5,1000,1
1,203130002,33,2031331,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,8.3348713,12,1,1,0,0,0,1,0,0,0,.5,1000,1
1,203120003,30,2031200,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0821085,9,0,0,0,0,1,0,0,0,1,.5,1000,1
3,207263102,39,2072631,0,1,0,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6650743,12,1,1,0,0,0,0,0,0,1,.5,1000,1
1,201140006,31,2011400,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,7.7217669,6,0,0,0,0,1,0,0,0,1,.5,1000,1
1,203010003,41,2030100,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8064027,12,1,1,0,0,0,0,0,0,1,.5,1000,1
1,200080005,42,2000811,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.130899,6,0,0,0,0,1,0,0,0,1,.5,1000,1
1,202180004,31,2021800,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7752557,6,0,0,0,0,1,0,0,0,1,.5,1000,1
1,202170003,25,2021700,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8085418,9,0,0,0,0,1,0,0,0,1,.5,1000,1
1,203180001,40,2031800,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4179869,12,1,0,1,0,0,0,0,0,1,.5,1000,1
1,199060001,44,1990600,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4349546,16,1,0,1,0,0,1,0,0,0,.5,1000,1
1,204200005,30,2042000,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.171721,14,1,0,0,0,1,0,0,0,1,.5,1000,1
1,202100001,57,2021000,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.7269135,12,1,0,0,1,0,0,1,0,0,.5,1000,1
1,202090009,36,2020900,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6417246,16,1,1,0,0,0,0,0,0,1,.5,1000,1
1,202090001,57,2020900,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.873868,18,1,0,0,0,1,0,0,0,1,.5,1000,1
1,203120006,30,2031200,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3540425,6,0,1,0,0,0,1,0,0,0,.5,1000,1
1,201290001,38,2012900,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,7.4875736,3,0,1,0,0,0,0,0,0,1,.5,1000,1
1,204010006,32,2040132,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5177941,12,1,1,0,0,0,0,0,0,1,.5,1000,1
1,201230005,30,2012332,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0131159,6,0,1,0,0,0,1,0,0,0,.5,1000,1
1,201230005,30,2012300,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0131159,6,0,1,0,0,0,1,0,0,0,.5,1000,1
1,201230004,32,2012331,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0929112,6,0,0,1,0,0,0,1,0,0,.5,1000,1
1,204050001,42,2040500,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7001157,6,0,1,0,0,0,0,0,0,1,.5,1000,1
1,202150003,27,2021500,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0619059,12,1,0,0,0,1,0,0,0,1,.5,1000,1
1,201170002,35,2011700,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0322866,4,0,0,1,0,0,0,0,0,1,.5,1000,1
1,199160006,45,1991600,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0539379,11,1,0,1,0,0,0,1,0,0,.5,1000,1
1,200140001,41,2001400,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0471897,11,1,0,0,0,1,0,0,0,1,.5,1000,1
1,201140003,34,2011411,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0459056,5,0,0,0,0,1,1,0,0,0,.5,1000,1
1,202180004,31,2021811,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7752557,6,0,0,0,0,1,0,0,0,1,.5,1000,1
1,202050004,25,2020500,0,0,1,0,34,1,3402,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9877982,12,1,0,0,0,1,0,0,0,1,.5,1000,1
1,201170003,29,2011731,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,7.7287359,4,0,0,0,0,1,0,0,1,0,.5,1000,1
3,201090003,44,2010900,0,1,0,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,8.7403364,12,1,0,1,0,0,0,1,0,0,.5,1000,1
1,201070001,55,2010700,0,0,1,0,34,2,3402,1,0,0,0,0,0,0,1,0,0,0,0,0,9.1049795,16,1,0,0,1,0,0,1,0,0,.5,1000,1
